name,price,categoryName
"Lite Deodorant 7698",2499,"Beauty & Personal Care"
"Classic Sneakers 7699",5799,"Footwear"
"Ergonomic Eye Cream 7700",1599,"Skincare"
"Eco Friendly Eyeshadow Palette 7701",4699,"Makeup"
"Advanced Alphabet Blocks 7702",3299,"Educational Toys"
"Eco Friendly Car Charger 7703",14299,"Automotive"
"High Performance Anime Figure 7704",1699,"Action Figures"
"Professional Frock 7705",1449,"Kids Wear"
"Slim Kurta 7706",3199,"Men Fashion"
"High Performance T-Shirt 7707",3799,"Clothing"
"Portable Earbuds 7708",45099,"Electronics"
"Portable Superhero Comic",799,"Comics"
"Eco Friendly Geometric Box 7710",1099,"Stationery"
"High Performance Mascara 7711",599,"Makeup"
"High Performance Highlighter Set",999,"Stationery"
"Slim Kids Tablet 7713",79499,"Tablets"
"Compact Eye Cream 7714",999,"Skincare"
"Professional Screwdriver Set",3899,"Tools & Hardware"
"Compact Cutting Board 7716",1799,"Home & Kitchen"
"Smart Fantasy Book 7717",399,"Fiction"
"Fast Workbook 7718",349,"Academic"
"Heavy Duty E-Reader 7719",57699,"Tablets"
"Compact Sneakers 7720",2299,"Footwear"
"Dual Convertible Tablet 7721",50399,"Tablets"
"Dual Ultrabook 7722",134749,"Laptops"
"Ultra Toy Train",2399,"Toys & Games"
"High Performance Non-stick Pan 7724",5399,"Cookware"
"Digital Jacket 7725",4899,"Clothing"
"Eco Friendly Biography 7726",499,"Books"
"Eco Friendly Microwave 7727",26399,"Appliances"
"Premium Kids Tablet 7728",28299,"Tablets"
"Advanced Superhero Figure 7729",2499,"Action Figures"
"Premium Notebook 7730",1399,"Stationery"
"Premium Power Bank 7731",3399,"Accessories"
"Ultra Drawing Tablet 7732",61399,"Tablets"
"Dual Hair Oil 7733",1099,"Haircare"
"High Performance Phone Case",3199,"Accessories"
"Ergonomic Android Tablet 7735",78049,"Tablets"
"Portable Flagship Smartphone",55999,"Smartphones"
"Slim Sketch Pens 7737",1299,"Stationery"
"Professional Room Freshener 7738",549,"Fragrances"
"Elite Water Jug 7739",2249,"Home & Kitchen"
"Dual True Crime 7740",1449,"Non-Fiction"
"Wireless Self Help Book 7741",699,"Books"
"Pro Hair Oil 7742",1049,"Haircare"
"Fast Room Freshener",7749,"Fragrances"
"Heavy Duty Army Set 7744",3599,"Action Figures"
"Classic Mystery Book 7745",599,"Fiction"
"Ultra Car Vacuum Cleaner 7746",599,"Automotive"
"Classic Bike Lock 7747",2599,"Cycling"
"Advanced Stand 7748",1399,"Accessories"
"Advanced File Folder 7749",1499,"Office Supplies"
"Fast Seat Cover 7750",8299,"Automotive"
"Ultra Android Phone 7751",77999,"Smartphones"
"Classic Organiser Bag 7752",1699,"Car Accessories"
"Dual Eye Cream",699,"Skincare"
"Digital Camera Phone 7754",118149,"Smartphones"
"Premium Travel Guide 7755",699,"Non-Fiction"
"High Performance Alphabet Blocks 7756",1199,"Educational Toys"
"Portable Webcomic Collection",799,"Comics"
"Portable Building Blocks 7758",1899,"Toys & Games"
"Premium Body Mist 7759",11999,"Fragrances"
"Digital Body Lotion 7760",2599,"Beauty & Personal Care"
"Elite Foam Puzzle 7761",1499,"Puzzles"
"Professional Convertible Tablet 7762",49549,"Tablets"
"Fast Sketch Pens",1199,"Stationery"
"Slim Hair Oil 7764",1799,"Haircare"
"Fast Graphic Novel 7765",549,"Comics"
"Smart Sticky Notes 7766",99,"Office Supplies"
"Eco Friendly Android Phone 7767",98099,"Smartphones"
"Ultra Puzzle Map",3299,"Educational Toys"
"Heavy Duty Football",7499,"Outdoor Sports"
"Dual Wok 7770",5799,"Cookware"
"Fast Self Help Book 7771",799,"Books"
"Professional Pressure Cooker 7772",799,"Cookware"
"Heavy Duty Serum",3699,"Skincare"
"Elite Sandals 7774",5699,"Footwear"
"Fast USB Hub",73149,"Electronics"
"High Performance Cricket Bat 7776",849,"Outdoor Sports"
"Dual Hair Mask 7777",1499,"Haircare"
"Smart Tyre Inflator 7778",2799,"Car Accessories"
"Premium Hair Mask",1999,"Haircare"
"Professional Water Bottle Cage",1249,"Cycling"
"Smart Kurta 7781",2299,"Men Fashion"
"Eco Friendly Organiser Bag 7782",2399,"Car Accessories"
"Wireless Hair Mask 7783",1099,"Haircare"
"Advanced Screwdriver Set 7784",7599,"Tools & Hardware"
"Advanced Hammer 7785",7199,"Tools & Hardware"
"Digital Bicycle Light 7786",4699,"Cycling"
"Premium Denim Jeans 7787",3349,"Clothing"
"Portable Kurti 7788",7099,"Women Fashion"
"Lite Dungaree 7789",2399,"Kids Wear"
"Elite Alphabet Blocks 7790",2399,"Educational Toys"
"Classic Chess Set 7791",1599,"Board Games"
"Heavy Duty Pliers 7792",7649,"Tools & Hardware"
"Eco Friendly Play Kitchen",3799,"Toys & Games"
"Dual Sci-Fi Novel 7794",399,"Fiction"
"Eco Friendly Art Book 7795",749,"Comics"
"Lite Flip Flops 7796",10149,"Footwear"
"Advanced Earbuds 7797",31899,"Electronics"
"High Performance Geometric Box 7798",1099,"Stationery"
"Portable Bolster 7799",1499,"Yoga"
"Compact Wooden Puzzle 7800",1899,"Puzzles"
"Lite Play Kitchen 7801",5499,"Toys & Games"
"Slim Science Kit",3099,"Educational Toys"
"Ergonomic Steering Wheel Cover",4799,"Automotive"
"Ultra Treadmill 7804",57749,"Gym Equipment"
"Digital Bike Lock 7805",3299,"Cycling"
"Ultra Sun Shade 7806",399,"Car Accessories"
"Wireless File Folder 7807",649,"Office Supplies"
"Wireless Microwave 7808",36999,"Appliances"
"Pro Gaming Laptop 7809",140349,"Laptops"
"Classic Dino Figure 7810",2899,"Action Figures"
"Ultra Barbell 7811",15299,"Gym Equipment"
"Heavy Duty Ultrabook 7812",101299,"Laptops"
"Digital Android Tablet 7813",78699,"Tablets"
"Wireless Iron Box 7814",34999,"Appliances"
"Professional Seat Cover 7815",8399,"Automotive"
"Digital Sleeping Bag 7816",16399,"Outdoor Sports"
"Dual Sci-Fi Novel 7817",349,"Fiction"
"Ergonomic History Book 7818",799,"Non-Fiction"
"Dual Polo Shirt 7819",5299,"Men Fashion"
"Professional Water Bottle Cage 7820",4899,"Cycling"
"Lite Foam Roller 7821",2299,"Yoga"
"Fast Android Tablet 7822",27799,"Tablets"
"Digital Study Table 7823",62899,"Furniture"
"Ultra Hammer 7824",4499,"Tools & Hardware"
"Professional Bed Frame 7825",47199,"Furniture"
"Ergonomic Wooden Puzzle 7826",1599,"Puzzles"
"Eco Friendly Card Game 7827",2799,"Board Games"
"Lite Smart Watch 7828",62449,"Electronics"
"Dual Formal Shirt 7829",2449,"Clothing"
"High Performance Ultrabook",117499,"Laptops"
"Digital Kurta",2499,"Men Fashion"
"Classic Puzzle Map 7832",3849,"Educational Toys"
"Wireless Alphabet Blocks 7833",3999,"Educational Toys"
"Smart Mixer Grinder 7834",25899,"Appliances"
"Compact Whiteboard 7835",499,"Office Supplies"
"Lite Building Blocks 7836",4349,"Toys & Games"
"Classic Quilt",7349,"Bedding"
"Ergonomic Steering Wheel Cover 7838",7999,"Automotive"
"Smart Perfume 7839",6899,"Fragrances"
"Ergonomic Kids Tablet 7840",25199,"Tablets"
"Lite 5G Phone 7841",79899,"Smartphones"
"Wireless Ceiling Fan 7842",12949,"Appliances"
"Wireless Track Pants",1299,"Men Fashion"
"Premium Attar 7844",3399,"Fragrances"
"Premium Webcomic Collection 7845",1149,"Comics"
"Dual Pull-up Bar 7846",59899,"Gym Equipment"
"Ultra School Uniform 7847",1099,"Kids Wear"
"Advanced Pull-up Bar",56499,"Gym Equipment"
"Dual Joggers 7849",799,"Kids Wear"
"Ultra USB Hub 7850",23799,"Electronics"
"Fast Philosophy Book 7851",499,"Non-Fiction"
"Portable Shampoo 7852",1899,"Haircare"
"High Performance Math Kit 7853",3599,"Educational Toys"
"Dual Screen Protector",549,"Accessories"
"Dual Chess Set 7855",2699,"Board Games"
"Professional Novel 7856",1399,"Books"
"Portable Travel Guide 7857",749,"Non-Fiction"
"Portable Frock 7858",1199,"Kids Wear"
"Premium Catan 7859",2049,"Board Games"
"Digital Camera Phone 7860",64899,"Smartphones"
"Slim Deodorant 7861",1599,"Beauty & Personal Care"
"Digital Meditation Cushion 7862",799,"Yoga"
"Lite Helmet 7863",4199,"Cycling"
"Advanced Eyeshadow Palette 7864",399,"Makeup"
"Pro Power Bank",199,"Accessories"
"Fast Seat Cover 7866",3899,"Automotive"
"Dual Hair Oil 7867",399,"Haircare"
"Professional Running Shoes 7868",6999,"Footwear"
"Pro Phone Case 7869",1399,"Accessories"
"Compact Steering Wheel Cover",1949,"Automotive"
"Compact Building Blocks 7871",249,"Toys & Games"
"Dual Shampoo 7872",1199,"Haircare"
"Ultra Tent 7873",9499,"Outdoor Sports"
"Slim Superhero Comic 7874",1399,"Comics"
"Ergonomic Sneakers",10899,"Footwear"
"Portable Desk Organiser 7876",1099,"Office Supplies"
"Lite Graphic Novel 7877",1399,"Comics"
"Classic Blazer",5999,"Men Fashion"
"Advanced Mixer Grinder 7879",28999,"Appliances"
"Pro Blush 7880",4799,"Makeup"
"Dual Lipstick 7881",2999,"Makeup"
"Slim Bookshelf 7882",61599,"Furniture"
"Compact Pull-up Bar",34599,"Gym Equipment"
"Wireless Formal Shirt 7884",4599,"Clothing"
"Smart Mixer Grinder 7885",6299,"Appliances"
"Wireless History Book 7886",1249,"Non-Fiction"
"Fast Hammer 7887",5799,"Tools & Hardware"
"Smart Dungaree",799,"Kids Wear"
"Slim Hair Oil 7889",2399,"Haircare"
"Professional Football 7890",18999,"Outdoor Sports"
"Digital Denim Jeans 7891",3399,"Clothing"
"Ultra Globe 7892",2699,"Educational Toys"
"Lite Sun Shade 7893",449,"Car Accessories"
"Advanced Play Kitchen 7894",5349,"Toys & Games"
"Heavy Duty Foam Puzzle 7895",699,"Puzzles"
"Smart Dino Figure 7896",4899,"Action Figures"
"Slim Formal Shirt 7897",2199,"Clothing"
"Eco Friendly Denim Jeans 7898",2199,"Clothing"
"High Performance Fantasy Book 7899",899,"Fiction"
"Lite Face Wash 7900",1199,"Beauty & Personal Care"
"Ergonomic Running Shoes",5799,"Footwear"
"Professional Eyeshadow Palette 7902",2549,"Makeup"
"Pro Serum 7903",4199,"Skincare"
"Smart Kadai 7904",2099,"Cookware"
"Elite T-Shirt 7905",2799,"Clothing"
"Eco Friendly Self Help Book 7906",399,"Books"
"Advanced Polo Shirt 7907",6899,"Men Fashion"
"Ultra Saree 7908",7749,"Women Fashion"
"Smart Pressure Cooker 7909",999,"Cookware"
"Heavy Duty Stapler 7910",849,"Office Supplies"
"Premium Yoga Block",2699,"Yoga"
"Pro Thriller Novel 7912",599,"Fiction"
"Compact Bike Lock 7913",1499,"Cycling"
"Portable Phone Case 7914",1699,"Accessories"
"Premium Track Pants 7915",2199,"Men Fashion"
"Advanced Toner 7916",4299,"Skincare"
"Heavy Duty Formal Shirt",1999,"Clothing"
"Classic Blouse 7918",4049,"Women Fashion"
"High Performance Storage Box 7919",3699,"Home & Kitchen"
"Slim Badminton Racket 7920",17199,"Outdoor Sports"
"Wireless Dry Shampoo 7921",1799,"Haircare"
"Fast Reference Guide 7922",2599,"Academic"
"Pro Sofa",69799,"Furniture"
"Digital Power Bank",1399,"Accessories"
"Smart Jump Rope 7925",7499,"Sports & Fitness"
"Digital Treadmill 7926",40799,"Gym Equipment"
"Advanced Quilt 7927",5499,"Bedding"
"Ultra Yoga Strap 7928",399,"Yoga"
"Ergonomic Barbell 7929",71699,"Gym Equipment"
"Elite Bed Frame 7930",54899,"Furniture"
"Wireless Workbook 7931",2349,"Academic"
"Ergonomic Practice Tests 7932",899,"Academic"
"Fast Practice Tests 7933",1599,"Academic"
"High Performance Eau de Toilette 7934",6699,"Fragrances"
"Premium Science Book 7935",549,"Non-Fiction"
"Digital School Uniform 7936",1849,"Kids Wear"
"Ultra Serum",3449,"Skincare"
"Classic Cycling Gloves 7938",2599,"Cycling"
"Advanced Bed Sheet 7939",1799,"Bedding"
"Slim Alphabet Blocks 7940",1949,"Educational Toys"
"Classic Shampoo",1199,"Haircare"
"Advanced Convertible Tablet 7942",43999,"Tablets"
"Digital Face Mask 7943",3499,"Skincare"
"Premium Building Blocks 7944",3799,"Toys & Games"
"Digital Foam Roller 7945",2999,"Yoga"
"Portable Bicycle Light",4949,"Cycling"
"Pro Practice Tests 7947",2899,"Academic"
"Slim Formal Shoes 7948",2499,"Footwear"
"Advanced Bolster 7949",1199,"Yoga"
"Ultra Mascara 7950",4899,"Makeup"
"Professional Graphic Novel 7951",799,"Comics"
"High Performance Bicycle Light 7952",999,"Cycling"
"Digital Mascara 7953",3449,"Makeup"
"Wireless Dino Figure",3999,"Action Figures"
"Ergonomic Polo Shirt 7955",2399,"Men Fashion"
"Elite Practice Tests",2099,"Academic"
"Ergonomic Jacket 7957",4149,"Clothing"
"Lite Tawa 7958",2499,"Cookware"
"Smart Sun Shade 7959",2649,"Car Accessories"
"Pro Doll House",7799,"Toys & Games"
"Elite Scrabble 7961",2049,"Board Games"
"Advanced Sun Shade 7962",499,"Car Accessories"
"Smart Lipstick 7963",4599,"Makeup"
"Ultra Drill Machine 7964",6399,"Tools & Hardware"
"Professional Mascara 7965",2399,"Makeup"
"Smart Blouse 7966",1099,"Women Fashion"
"Premium Car Vacuum Cleaner 7967",11699,"Automotive"
"Compact Badminton Racket 7968",17449,"Outdoor Sports"
"Ultra Treadmill 7969",45599,"Gym Equipment"
"Slim Perfume 7970",2299,"Fragrances"
"Lite Steering Wheel Cover 7971",14999,"Automotive"
"Compact Shampoo",699,"Haircare"
"High Performance Drill Machine 7973",3799,"Tools & Hardware"
"Ultra Cycling Gloves 7974",2799,"Cycling"
"Ergonomic Saree",2699,"Women Fashion"
"Dual Formal Shoes 7976",11699,"Footwear"
"Slim Monopoly 7977",2499,"Board Games"
"Elite Textbook 7978",1499,"Academic"
"Classic 5G Phone 7979",105399,"Smartphones"
"Premium Body Mist 7980",8699,"Fragrances"
"Compact Tyre Inflator",2849,"Car Accessories"
"Elite Bolster",1149,"Yoga"
"Dual Foam Roller 7983",1999,"Yoga"
"Eco Friendly Car Vacuum Cleaner 7984",6199,"Automotive"
"High Performance Air Freshener 7985",1499,"Car Accessories"
"Ultra Blazer 7986",599,"Men Fashion"
"Compact Perfume 7987",5299,"Fragrances"
"Lite Microwave 7988",21649,"Appliances"
"Slim Travel Guide 7989",1249,"Non-Fiction"
"Professional Treadmill 7990",55899,"Gym Equipment"
"Wireless Cricket Bat 7991",11099,"Outdoor Sports"
"Slim Dress 7992",2899,"Women Fashion"
"Heavy Duty Eye Cream",4199,"Skincare"
"Professional Mystery Book 7994",899,"Fiction"
"Fast Shampoo 7995",399,"Haircare"
"Pro Hoodie 7996",4199,"Clothing"
"Smart Play Kitchen 7997",4899,"Toys & Games"
"Pro Smart Watch",67199,"Electronics"
"Eco Friendly Charging Cable 7999",2699,"Accessories"
"Ultra Yoga Block 8000",1299,"Yoga"
"Heavy Duty Chess Set",1399,"Board Games"
"Eco Friendly Badminton Racket 8002",13949,"Outdoor Sports"
"Classic Chromebook 8003",85299,"Laptops"
"Dual Ballpoint Pen 8004",1399,"Stationery"
"Classic Desk Organiser",2249,"Office Supplies"
"Heavy Duty Art Book 8006",599,"Comics"
"High Performance Moisturiser 8007",699,"Beauty & Personal Care"
"Premium Leggings 8008",4299,"Women Fashion"
"Classic Building Blocks 8009",2099,"Toys & Games"
"Compact Alphabet Blocks 8010",3649,"Educational Toys"
"Smart Cookbook 8011",1599,"Books"
"Dual File Folder 8012",1999,"Office Supplies"
"Elite Business Notebook 8013",36449,"Laptops"
"Digital Kadai 8014",999,"Cookware"
"Lite Fantasy Book",649,"Fiction"
"Fast Chess Set 8016",1599,"Board Games"
"Professional Badminton Racket",7849,"Outdoor Sports"
"Advanced Toner 8018",3699,"Skincare"
"Portable Air Fryer 8019",18699,"Appliances"
"Premium Track Pants 8020",2599,"Men Fashion"
"Slim Romance Novel 8021",899,"Fiction"
"Wireless Fantasy Book 8022",499,"Fiction"
"Compact Denim Jeans 8023",3099,"Clothing"
"Smart Dumbbell Set 8024",8099,"Sports & Fitness"
"Wireless Android Tablet 8025",23049,"Tablets"
"Slim Perfume 8026",9499,"Fragrances"
"Professional Yoga Strap 8027",2899,"Yoga"
"Compact Measuring Tape 8028",5099,"Tools & Hardware"
"Wireless Car Charger 8029",14599,"Automotive"
"Heavy Duty Kurti 8030",5099,"Women Fashion"
"Ultra Quilt 8031",1049,"Bedding"
"Dual Pull-up Bar 8032",60449,"Gym Equipment"
"Dual Flip Flops 8033",9699,"Footwear"
"Ergonomic Water Bottle Cage 8034",249,"Cycling"
"Classic Bed Frame 8035",18549,"Furniture"
"Dual Deodorant 8036",2999,"Beauty & Personal Care"
"Smart 3D Puzzle 8037",449,"Puzzles"
"Fast Blouse 8038",7599,"Women Fashion"
"Classic Ballpoint Pen 8039",699,"Stationery"
"Premium Air Fryer 8040",33599,"Appliances"
"High Performance LED Monitor 8041",52799,"Electronics"
"Eco Friendly Joggers 8042",749,"Kids Wear"
"Heavy Duty Globe 8043",2299,"Educational Toys"
"Heavy Duty Water Jug 8044",2399,"Home & Kitchen"
"Professional Notebook 8045",999,"Stationery"
"Classic Dungaree 8046",799,"Kids Wear"
"Professional Cycling Gloves 8047",1899,"Cycling"
"Classic Saree 8048",7899,"Women Fashion"
"Portable Thriller Novel 8049",949,"Fiction"
"Compact Joggers 8050",2399,"Kids Wear"
"Dual Sleeping Bag",1199,"Outdoor Sports"
"Portable True Crime 8052",899,"Non-Fiction"
"Fast 2-in-1 Laptop 8053",68899,"Laptops"
"Lite Cutting Board",1349,"Home & Kitchen"
"Dual Cookbook 8055",599,"Books"
"Ergonomic Dictionary 8056",1099,"Books"
"Pro Toy Train 8057",5399,"Toys & Games"
"Digital Wok 8058",1099,"Cookware"
"Wireless History Book 8059",1399,"Non-Fiction"
"Eco Friendly Blush",2049,"Makeup"
"Lite Foundation 8061",199,"Makeup"
"Eco Friendly Pliers 8062",1099,"Tools & Hardware"
"Dual Bolster 8063",1399,"Yoga"
"Lite Perfume 8064",7699,"Fragrances"
"Dual Sketch Pens 8065",1349,"Stationery"
"Digital Yoga Block 8066",2849,"Yoga"
"Fast LED Monitor 8067",47399,"Electronics"
"Fast Perfume",749,"Fragrances"
"Advanced Android Phone 8069",25199,"Smartphones"
"High Performance Car Charger 8070",499,"Automotive"
"Ultra 5G Phone 8071",81549,"Smartphones"
"Pro Play Kitchen 8072",5749,"Toys & Games"
"Lite Foam Roller 8073",2299,"Yoga"
"Fast Steering Wheel Cover 8074",8799,"Automotive"
"Fast E-Reader 8075",64899,"Tablets"
"Classic Pressure Cooker",4899,"Cookware"
"Classic Building Blocks 8077",1799,"Toys & Games"
"Smart Army Set 8078",4099,"Action Figures"
"Professional Catan 8079",1549,"Board Games"
"Dual Sandals 8080",1299,"Footwear"
"High Performance E-Reader 8081",54499,"Tablets"
"Ergonomic Formal Shoes 8082",11649,"Footwear"
"Compact Sleeping Bag 8083",8199,"Outdoor Sports"
"Dual Cycling Gloves 8084",849,"Cycling"
"Slim LED Monitor 8085",1549,"Electronics"
"Fast Screwdriver Set 8086",3799,"Tools & Hardware"
"Portable Kettlebell",53699,"Gym Equipment"
"Wireless Workbook 8088",499,"Academic"
"Heavy Duty Cutting Board",2849,"Home & Kitchen"
"Premium Superhero Figure 8090",2649,"Action Figures"
"Slim Army Set 8091",1999,"Action Figures"
"Slim Building Blocks 8092",2199,"Toys & Games"
"Lite Pliers 8093",7299,"Tools & Hardware"
"Portable Power Bank 8094",2999,"Accessories"
"Fast Hammer 8095",5099,"Tools & Hardware"
"Digital Barbell 8096",19999,"Gym Equipment"
"Wireless Car Vacuum Cleaner 8097",4699,"Automotive"
"Slim Budget Phone 8098",78599,"Smartphones"
"Classic Manga Volume",449,"Comics"
"High Performance Tent",16099,"Outdoor Sports"
"Ergonomic Air Freshener 8101",1799,"Car Accessories"
"Fast Wok 8102",4899,"Cookware"
"Eco Friendly Practice Tests 8103",2249,"Academic"
"Eco Friendly Sci-Fi Novel 8104",699,"Fiction"
"Dual Saree 8105",3099,"Women Fashion"
"Ergonomic Anime Figure 8106",4449,"Action Figures"
"Ultra Monopoly 8107",1449,"Board Games"
"High Performance Sleeping Bag 8108",12699,"Outdoor Sports"
"Slim Kids Tablet 8109",55499,"Tablets"
"Heavy Duty Tent",3399,"Outdoor Sports"
"Digital Dumbbell Set 8111",14449,"Sports & Fitness"
"Professional Hammer 8112",1999,"Tools & Hardware"
"Compact Deodorant",1049,"Beauty & Personal Care"
"Ergonomic Chinos 8114",1199,"Men Fashion"
"Slim Math Kit 8115",1799,"Educational Toys"
"Portable Track Pants 8116",649,"Men Fashion"
"Heavy Duty Kids Tablet 8117",79099,"Tablets"
"High Performance Scrabble 8118",2999,"Board Games"
"Elite Serum 8119",1299,"Skincare"
"High Performance Jacket 8120",3699,"Clothing"
"Ergonomic Formal Shoes 8121",2299,"Footwear"
"Eco Friendly Sun Shade",2899,"Car Accessories"
"Wireless Kurta 8123",6599,"Men Fashion"
"Professional Sleeping Bag 8124",18649,"Outdoor Sports"
"Fast Iron Box 8125",8499,"Appliances"
"Premium 5G Phone 8126",26549,"Smartphones"
"Lite Eau de Toilette 8127",7699,"Fragrances"
"Premium Biography 8128",1649,"Books"
"Compact Hoodie 8129",4599,"Clothing"
"Slim Science Kit 8130",599,"Educational Toys"
"Lite Pillow Cover 8131",1049,"Bedding"
"Lite Attar 8132",11899,"Fragrances"
"Ultra 1000 Piece Puzzle 8133",1699,"Puzzles"
"Wireless 5G Phone 8134",48399,"Smartphones"
"Wireless Dictionary 8135",1199,"Books"
"Slim Ceiling Fan 8136",13549,"Appliances"
"Fast Formal Shirt 8137",1999,"Clothing"
"High Performance Drill Machine 8138",4699,"Tools & Hardware"
"Pro Tawa 8139",5549,"Cookware"
"Ultra Organiser Bag 8140",899,"Car Accessories"
"Elite Ballpoint Pen 8141",249,"Stationery"
"Heavy Duty 1000 Piece Puzzle 8142",1799,"Puzzles"
"Smart Budget Phone 8143",73499,"Smartphones"
"Pro Ceiling Fan 8144",3399,"Appliances"
"Dual Shampoo 8145",699,"Haircare"
"Portable Sunscreen 8146",1099,"Beauty & Personal Care"
"Elite Track Pants 8147",6599,"Men Fashion"
"Professional Jacket 8148",1899,"Clothing"
"Heavy Duty Blazer 8149",2299,"Men Fashion"
"Ergonomic Novel 8150",899,"Books"
"Eco Friendly Organiser Bag 8151",2599,"Car Accessories"
"Professional Study Material 8152",1399,"Academic"
